
System Name,System ID,Level,Warp Range,Warp Range (Superhighway),Faction ID
Pediluq - Solo,775913340,60,0,0,-1
Pekka,1926261734,33,26,26,4153667145
Peliar Zel,16693,38,46,46,2064723306
Pelycos,1732867016,36,34,34,-1
Pentasto,937785714,40,70,70,-1
Penumbra,1541757710,40,24,24,-1
Perek,1302179595,24,20,20,-1
Perim Alpha,219764058,20,20,20,-1
Perim Beta,987655809,20,20,20,-1
Perralon 472,432041032,44,105,105,-1
Perryk,1577487331,49,405,460,-1
Persephone,208533060,66,1300,1700,2064723306
Petandria,1601095427,48,160,160,-1
Petoran,1129689383,42,40,40,-1
Petra,1204964652,62,1000,1000,4153667145
Peuyaw - Solo,2053163298,50,0,0,-1
Pheben,426460617,39,61,56,4153667145
Phelan,369364082,28,19,19,4153667145
Pherinides,382266521,51,210,210,-1
Pherson,110848253,54,295,295,-1
Philo,19822662,40,70,70,1306860549
Phoenix,1903998015,50,0,0,-1
Pholtar,1176925684,46,120,120,-1
Pimo,74308,1,5,5,-1
Pinikou,79921,1,5,5,-1
Piuioab,703174915,37,40,40,-1
Piya,2030730027,27,20,20,-1
Pktha,1427881630,38,61,56,-1
Platonius,693868711,58,535,700,1306860549
Pnema-438,356168727,55,320,320,4153667145
Pneuma,2031901684,40,70,70,-1
Poja,73560,1,5,5,-1
Pollux,1928099101,46,140,140,1306860549
Pomst,153051669,40,85,85,-1
Poper - Solo,1979680937,60,0,0,-1
Posel,1389910171,23,18,18,669838839
Poservoz,79932,1,5,5,-1
Povavuf - Solo,1529637591,60,0,0,-1
Praes,1872140214,12,25,25,-1
Pramrora - Mirror,1123944793,40,0,0,-1
Priya,1133522720,22,13,13,2064723306
Protari,1382564927,25,25,25,-1
Pteria-212,1611582586,66,1300,1300,669838839
Pterodasia,466368474,54,285,285,4153667145
Pteros,1446930701,68,1500,1500,-1
Pune,1091871393,16,13,13,-1
Puusha,1982763679,56,430,430,-1
Pyr,175361866,8,5,5,-1
Qaeiw - Solo,1774573590,50,0,0,-1
Qalnax,1205712324,66,1200,1200,3522167047
Qasoc - Solo,370984270,45,0,0,-1
Qeyma Alpha,1593045297,20,20,20,-1
Qeyma Beta,552025766,20,20,20,-1
Qorfit,329847065,62,900,900,-1
Qrin - Mirror,311841446,40,0,0,-1
Qu'Forna,1704590832,65,1200,1200,3292196998
Qu'Vat,1985063193,38,48,48,4153667145
Qualor,1417222872,25,17,17,-1
Quarra,2110087916,43,75,75,-1
Qubas,288654275,9,8,8,-1
Qudorin,2135777559,63,1100,1100,669838839
Querlz,317030700,26,19,19,2064723306
Quiparas,1166245161,50,185,185,2796195869
Quirad,74434,1,5,5,-1
Quo'Kor,1935003290,31,26,26,4153667145
Quorix,308613442,42,70,70,-1
Quv Qeb,51240577,36,38,38,4153667145
Quv'lw,1397246918,36,37,37,4153667145
Quvolis,81634,11,7,7,-1
Quzehuq - Solo,771593318,60,0,0,-1
R-Yroc - Solo,1961618369,50,0,0,-1
RN-4510 - Elite Solo,775181112,45,0,0,-1
Ra'kond,1754361746,36,56,56,-1
Ra'taj,608145431,41,70,70,4153667145
Rabalon,76336,2,5,5,-1
Raceaiq - Solo,56861222,45,0,0,-1
Rada Ban,563050574,22,15,15,2064723306
Raddan,1353263455,22,17,17,2113010081
Ragnarr,543818924,17,12,12,-1
Rai'Trohk,308258779,49,160,185,4153667145
Rainsford,753424302,20,13,13,2113010081
Rakan,2018375117,36,35,35,1530685377
Rakkaus,1494550660,16,12,12,-1
Ramar,27898559,45,90,90,-1
Ramexik,79929,1,5,5,-1
Rana Nur,180481608,17,15,15,669838839
Rator,117464719,29,20,20,669838839
Raxo,366242319,49,0,0,-1
Razgara,582888939,30,29,29,-1
Razrom,399879382,32,25,25,-1
Rearys,1586813250,58,750,900,-1
Redmond,1605246968,28,22,22,-1
Redreev,1058820665,62,900,900,-1
Redwood - Mirror,313702510,40,0,0,-1
Reeka,1274073018,50,190,190,3292196998
Reelah,73488,1,5,5,-1
Regiocomo,787224574,58,440,440,2796195869
Rek'Sgar,1807530157,49,185,185,-1
Rekar,409493910,28,24,24,669838839
Remme,999778983,50,185,30,669838839
Ren Porga - Elite Solo,1509670335,60,0,0,-1
Renesa,1928483083,70,1700,1700,669838839
Renghad,767688599,44,145,145,-1
Rentiis,2036126576,60,700,700,1306860549
Res Reddan,943013051,54,80,80,1530685377
Resara,804708443,30,24,24,-1
Resola,79928,1,5,5,-1
Retha,1833215542,34,24,24,-1
Rhaela,336885088,50,185,185,-1
Rigel,54,13,10,10,-1
Riktor,3047,38,48,48,2064723306
Ril Korvas,228366243,44,95,95,669838839
Rilnar,927147466,64,1150,1150,3522167047
Rioha,480978957,70,1700,1700,-1
Risa,71358,7,5,5,-1
Risette,144653171,28,25,25,-1
Rixos,1993626769,45,120,120,4153667145
Robesi,884503884,8,5,5,-1
Robeton,1634013155,31,26,26,669838839
Robner - Elite Solo,1524803735,45,0,0,-1
Roda Alpha,328124184,28,22,22,-1
Roda Beta,2113875578,28,22,22,-1
Roda Delta,99755816,30,22,22,-1
Roda Gamma,1241860543,29,22,22,-1
Romashki,1186716271,45,110,110,-1
Romii,529392493,38,40,40,669838839
Romulus,439344754,60,40,40,669838839
Rona Tan,617977331,26,7,7,2113010081
Ronkel,1770747892,41,75,75,-1
Rooth,788343992,26,19,19,669838839
Rosec,2038174376,22,18,18,669838839
Rosenberg,1153115109,8,5,5,-1
Roshar Alpha,1506334322,30,20,20,-1
Roshar Beta,145247281,30,20,20,-1
Rotanara,1624300635,41,65,65,-1
Rovah,1590470932,43,75,75,-1
Rowla,2125367863,40,64,64,669838839
Roxeoun,725745965,38,61,56,-1
Rozi,81005,9,5,5,-1
Rth'aLanam,539696417,61,900,900,4153667145
Ru Serna,188359827,40,80,80,-1
Ru Vazin,1261828320,38,60,60,-1
Rua,1559195274,8,5,5,-1
Rua Ri,1565041369,42,75,75,2064723306
Rudellia,635875340,50,170,170,-1
Ruhe Alpha,773013183,20,20,20,-1
Ruhe Beta,801718828,20,20,20,-1
Ruli,74128,4,5,5,-1
Runvadus - Mirror,1266770140,50,0,0,-1
Ruput - Solo,1926879408,45,0,0,-1
Ruwao - Solo,421892294,60,0,0,-1
Ryabovali Primus,1174075237,50,150,150,3522167047
Ryce-20,1021989994,37,42,42,-1
Rydania,2009845344,59,500,500,-1
Rylan,1098105042,50,185,185,2064723306
Rylothor,881656806,52,230,230,-1
S'Vona,1506690244,41,70,70,-1
S'mtharz,1617490775,25,18,18,2064723306
S'nruba,689467209,57,400,400,669838839
ST-19184,64785058,58,440,440,-1
ST-9417,1066263194,45,110,110,2064723306
Saarte - Solo,387436689,50,0,0,-1
Sadell,1483822098,40,58,58,-1
Sae,1776162881,28,25,25,-1
Saetel,1383541989,46,120,120,669838839
Sagra,334475380,45,50,50,1530685377
Sahqooq,797035141,30,26,26,2064723306
Sakari,1594621450,53,160,160,-1
Salara,1267482232,23,20,20,-1
Saldeti Alpha,1123110021,20,20,20,-1
Saldeti Beta,1039958534,20,20,20,-1
Samarklew,102457235,35,28,28,-1
Samhailan,521082743,53,230,230,-1
Samsara,1688673788,30,10,10,-1
Samson,1886094968,54,285,285,-1
Sandweiss,2072023247,40,70,70,1306860549
Santesso,1168713500,54,285,285,4153667145
Santheis,1951057725,59,500,500,2064723306
Santuz,1571932061,50,185,185,-1
Saqua,75019,1,5,5,-1
Saran-8 - Solo,1599100034,50,0,0,-1
Sassafras,1570174221,67,1400,1700,-1
Satar,1859006445,39,165,200,-1
Sauchei,1985294709,55,320,320,-1
Savtaagh,1140761988,64,1200,1200,-1
Sayo,137932221,26,22,22,-1
Scalos,449570312,62,950,950,1306860549
Scanlon,403078075,54,285,285,-1
Schelt - Elite Solo,950598028,45,0,0,-1
Schinta,825476423,32,26,26,-1
Schouten-Adavi,1281567070,40,120,120,-1
Seevor,1241010127,28,20,20,-1
Sekoxun - Solo,1424536390,60,0,0,-1
Selethal,4077209,34,50,50,-1
Semele,315475883,25,25,25,-1
Sementi,878500142,52,230,230,2064723306
Sentaros,1569696189,38,50,50,-1
Sentosa,945207354,50,185,185,-1
Seretos,286010939,53,255,255,4153667145
Seyodea,1509594308,33,26,26,3292196998
Sh'Pord,74050228,64,1200,1700,2064723306
Shal'ika,709461276,39,165,165,-1
Shan Mhna'Tir,1470734979,44,95,105,4153667145
Shannon,1831680938,70,1700,1700,2064723306
Shawano - Elite Solo,2146773944,50,0,0,-1
Shaz,651114079,60,700,900,-1
Shino,1164058390,38,53,56,-1
Shokomylk,802497564,36,34,34,-1
Shortstop,267288673,40,0,0,-1
Shrev's Eye,1186590398,67,1400,1700,2064723306
Shynna,727991242,29,22,22,-1
Sic'ore - Elite Solo,339852216,50,0,0,-1
Sido,74435,1,5,5,-1
Sierra - Mirror,1618607980,40,0,0,-1
Sigma Carment,716518280,33,32,32,-1
Sigma Sector,1343646662,51,205,205,-1
Sigma Tama,1810191318,25,13,13,-1
Sigrun,1791961000,62,1000,1000,2064723306
Siieqa,503410540,41,85,85,-1
Siiolux,199906657,35,24,24,2064723306
Sileo,2057293135,40,64,64,-1
Singularity Apex,890410238,41,56,56,-1
Sinisser,473925134,31,26,26,2064723306
Sintek,77831127,31,25,25,-1
Siqatio - Solo,415300008,50,0,0,-1
Sirius,1684703843,36,38,38,2064723306
Sirpa,2012903922,60,900,900,-1
Sitartus A - Elite Solo,891515892,45,0,0,-1
Sitartus B - Elite Solo,846420614,45,0,0,-1
Sivis,1357644113,60,250,250,-1
Skarrl,1877989642,28,20,20,-1
Skelg,75015,1,5,5,-1
Skyedark,910353989,18,13,13,-1
Slawlor,73555,1,5,5,-1
Smiley,1760678078,40,0,0,-1
Soeller,71713,1,3,3,-1
Sohkia,81622,9,5,5,-1
Sol,1498683722,60,40,40,2064723306
Solas Astra,1357936777,61,900,355,2064723306
Solis Alpha,1679021392,59,500,500,-1
Solis Omega,889393492,59,500,500,669838839
Solquinnar,35383022,47,125,125,3522167047
Soltor,1086852937,25,25,25,-1
Solus Daevun,813260046,36,45,45,-1
Solus Ynestri,1340590350,54,330,330,-1
Solusta,326639237,7,5,5,-1
Solyxis Pathway,916864203,54,280,280,3522167047
Soman,76296,1,5,5,-1
Somaochu,83386,9,5,5,-1
Somovka,901170740,65,1250,1250,-1
Somraw,1892593893,44,95,110,4153667145
Sorenle,81497,21,15,15,-1
Sosain,1043487469,52,285,285,-1
Sotama,1775946223,64,1320,1320,-1
Sotavi,847108551,41,56,56,-1
Sozin,1024001541,46,120,120,2064723306
Spectra - Solo,130177885,45,0,0,-1
Spira,23670305,27,25,25,2064723306
Stagnimea,1515767897,38,45,45,669838839
Stambo,1897990330,45,120,120,-1
Starks,148562318,25,25,25,-1
Stateside,1370385339,63,1100,1100,2064723306
Stelama,719786007,44,95,95,669838839
Stellastica,1216560176,61,900,900,-1
Stellay,418350291,45,10,10,-1
Stepaside - Mirror,1887085407,50,0,0,-1
Steria,1348240398,62,1000,1000,-1
Stetson,254119431,48,160,160,2796195869
Stiirat,341686306,25,13,13,-1
Stilhe Alpha,1583964158,20,20,20,-1
Stilhe Beta,962007912,20,20,20,-1
Stradania,482905164,42,70,70,-1
Streenga,1436836642,64,1200,1200,-1
Strezhi,82872624,26,19,19,669838839
Stria,1716867412,68,1525,1525,669838839
Struthio - Mirror,1087205188,50,0,0,-1
Sual,825963253,8,5,5,-1
Subezac,147683237,38,53,56,-1
Sufiday,892844237,25,18,18,669838839
Suliban,147962060,35,40,40,-1
Suncroft,214493649,60,205,205,-1
Sunray,955052746,30,10,10,-1
Supla'tha - Elite Solo,1245348809,60,0,0,-1
Suqigor,827398350,9,8,8,-1
Suvfa,1193966004,53,160,160,-1
Sverlov,74878,2,5,5,-1
Sylphira Delta,673829530,57,525,525,-1
Sylvorn,2030906766,46,120,120,-1
System J-25,1047518974,25,25,25,-1
Szov,2056731809,43,75,105,4153667145
Súilneimhe,624359904,8,5,5,-1
T'Aiek,771506034,45,85,85,3292196998
T'ong,107132824,43,75,105,4153667145
Ta'Brama,1782467927,50,160,185,-1
Tak Tak,2045712999,58,225,225,-1
Takik,78520,4,5,5,-1
Talar,1334934146,52,215,215,1306860549
Taleka,1127775915,6,5,5,-1
Talmir-86,1661683936,26,22,22,-1
Talokan,1476508617,63,1100,1100,-1
Talora,1691629445,48,160,185,-1
Talstris,976218266,67,1100,1100,3522167047
Talvath,1753923484,43,75,75,669838839
Tamhluch,1011308594,48,200,200,-1
Tandorian,1649853747,31,26,26,669838839
Taneu - Solo,1657742987,50,0,0,-1
Tango,78461432,30,10,10,-1
Tantuq,1787161824,67,1400,1400,4153667145
Taoji,79632,2,5,5,-1
Tapio,670982212,6,5,5,-1
Taral,1598331394,37,42,42,-1
Taranka,223913367,25,13,13,-1
Taria - Mirror,1985516211,40,0,0,-1
Tarkalean Crest,292647761,15,12,12,-1
Tarna,2098132897,55,320,320,-1
Taryyn,679989007,62,1000,1000,-1
Tas'Ke - Solo,1217646727,50,0,0,-1
Taskeh,517628815,55,250,250,-1
Tau Ceti,1016428829,34,25,25,2064723306
Tauriels,1355289737,54,535,535,-1
Tauro-34,506782893,38,50,50,-1
Tazolka Alpha,892076127,20,20,20,-1
Tazolka Beta,1143281575,20,20,20,-1
Tebith,1865548278,59,550,550,-1
Tediden,2127692948,48,70,70,1530685377
Tefkari Alpha,661203128,20,20,20,-1
Tefkari Beta,1004655100,20,20,20,-1
Tej'Lukk,1440359822,50,185,30,4153667145
Tejat,625581925,30,22,22,-1
Tekara,713646900,35,28,28,-1
Tel'Droht,1567984187,61,900,900,4153667145
Tellar,1045590996,37,47,47,2064723306
Tellun,90,7,5,5,-1
Temeri Alpha,1401344248,20,20,20,-1
Temeri Beta,250210568,20,20,20,-1
Temminck,1779828561,56,355,355,-1
Teneebia,193708268,39,49,49,2064723306
Tenov - Mirror,519617118,50,0,0,-1
Tenzen-1029,1162578684,23,20,20,-1
Teota,897199199,36,34,34,-1
Tera Lara,1775451055,24,7,7,2113010081
Tera Nora,330888360,59,500,500,-1
Teranth,119043632,50,185,185,669838839
Terasai,909844618,34,30,30,3292196998
Terazon-X31,511396820,28,21,21,2113010081
Terix,1080694577,38,39,39,669838839
Terminimurus,1680845187,39,40,40,669838839
Ternodak,14716194,61,900,900,4153667145
Terra Nova,353361503,38,45,45,2064723306
Tesdach'koH,1694955316,61,900,900,4153667145
Tetikok - Solo,704102198,45,0,0,-1
Tetra-pi,1023321354,69,1600,1700,2064723306
Tezera Alpha,1938653284,30,20,20,-1
Tezera Beta,1161402493,30,20,20,-1
Thalassian Cluster,473849164,38,70,70,-1
Thama,579218493,32,27,27,2064723306
Thaylen Alpha,76168378,20,20,20,-1
Thaylen Beta,680711098,20,20,20,-1
The Principium,1919551925,27,24,24,-1
The Void,887642151,59,205,205,-1
Theetov - Mirror,1910985559,40,0,0,-1
Thichi N45 - Elite Solo,2051794260,50,0,0,-1
Think Tank,2014585949,35,26,26,-1
Tholus Alpha,1358870345,40,20,20,-1
Tholus Beta,1268755552,40,20,20,-1
Tholus Gamma,1308299424,40,20,20,-1
Thora-Beta-6,1584607067,53,160,185,-1
Thora-Omega-2,28509686,57,205,205,-1
Thornhill,1985414364,50,0,0,-1
Thosz Alpha,957449368,20,20,20,-1
Thosz Beta,610516582,20,20,20,-1
Thrima,471233740,37,42,42,-1
Tiefurt,935815290,58,440,440,3292196998
Tigan Alpha,492685770,20,20,20,-1
Tigan Beta,1769159877,20,20,20,-1
Timore,1564915301,39,49,49,669838839
Timvir,657564833,53,255,255,669838839
Tir Duha,2076538766,62,1000,1000,669838839
Tir Morta,1721389440,62,1000,1000,669838839
Tiresias - Elite Solo,1093703961,50,0,0,-1
Tisiphone,105928770,40,33,33,-1
Titaxeb ⇺,468662188,39,27,27,-1
Tiv'El,1277114803,48,150,185,669838839
Tiwoqua,964152827,38,40,40,-1
Todem,1357784499,18,13,13,-1
Toen,418471590,48,160,185,-1
Toh'Kaht,1206083632,43,75,105,4153667145
Tohvus,71905,1,3,3,-1
Tola Alpha,559211813,17,20,20,-1
Tola Beta,2055574236,17,20,20,-1
Tola Gamma,1273201051,17,20,20,-1
Tolain,1565175006,40,65,65,669838839
Tolonus,101687003,35,26,26,-1
Tomalor,1895992418,35,28,28,-1
Tombstone,1198962565,28,24,24,2143656960
Tomsk - Solo,314354333,50,0,0,-1
Tonyx - Solo,849095091,60,0,0,-1
Tor'Lenok,1526304630,66,1300,1300,4153667145
Toralia,614101176,54,295,295,-1
Torana,2059991203,27,22,22,-1
Torgoth,1836551758,62,1000,1000,-1
Torovin,1913675098,49,80,80,-1
Torra Sedra,287155805,28,22,22,-1
Torsten,688794495,32,26,26,-1
Torvadyna,641994052,44,110,110,-1
Torvath,53250398,46,120,120,-1
Toshen,73857,2,5,5,-1
Tova,1654231988,8,5,5,-1
Tovla,1392082248,40,56,56,-1
Toxotubelle,354860118,58,160,160,4138978039
Toz Raghli,643656533,38,35,35,-1
Travers,884500988,12,25,25,-1
Trelka V,2079426301,39,40,40,-1
Treul,893086694,70,1650,1650,1306860549
Trias,1360067525,61,900,900,-1
Triga-5,1746593397,62,1000,1000,2064723306
Trill,94,39,47,47,2064723306
Triss Alpha,1737987104,30,20,20,-1
Triss Beta,1144934201,30,20,20,-1
Truai,1900858811,25,25,25,-1
Tueoway - Solo,372059810,45,0,0,-1
Tufem,158586489,23,18,18,669838839
Tugaash,738849490,35,28,28,-1
Tullias,1756718205,31,26,26,4153667145
Tulonra,2028259576,50,80,80,1530685377
Tulris,221813028,48,150,150,669838839
Tuman - Elite Solo,718693244,50,0,0,-1
Tunicci,28174235,42,75,75,2796195869
Tupiyii - Solo,1176416186,45,0,0,-1
Tuwek - Solo,1393780652,60,0,0,-1
Ty'Gokor,146624309,39,53,185,4153667145
Ty'Rall,1686192057,39,61,30,4153667145
Tynkar,83390,9,5,5,-1
Tyra,1951906034,55,320,320,2064723306
Tzhaelor,1905667130,57,450,450,3522167047
Udarian,201680721,30,29,29,-1
Uikuv,1358992189,23,18,18,4153667145
Uklor,1653674927,44,95,95,4153667145
Ulrich,430080081,31,26,26,4153667145
Ulzar,72568276,6,5,5,-1
Ummaboshi - Elite Solo,403052532,45,0,0,-1
Umxheli,786070886,41,70,70,-1
Una,81668,9,5,5,-1
Unarri,1584275272,48,160,185,-1
Unas-Tol,2052595423,50,190,190,3292196998
Undolla - Mirror,96415758,50,0,0,-1
Unefra,1200342979,36,29,29,-1
Unoma,38142083,29,22,22,-1
Unroth,279648315,32,26,26,669838839
Urhaasi,36276112,47,135,135,669838839
Ursva,54120619,40,38,38,4153667145
Urthak,265649208,26,16,16,4153667145
Usagi - Solo,1031295055,50,0,0,-1
Utelyion,1769365405,42,100,100,-1
Utoqa,659054346,10,8,8,-1
Uuuuhai,1341935964,9,8,8,-1
Uxal,294980012,26,25,25,-1
Uyik,1288104843,39,80,80,-1
V'varia,827622990,21,13,13,669838839
VUQ-77 - Elite Solo,402257536,60,0,0,-1
Vaadwaur,1769257762,44,105,105,-1
Vacuum Epicenter,1416025036,53,205,205,-1
Vadeli,317956959,55,700,700,-1
Vahok,1503884591,39,80,80,-1
Valakis,1473047156,11,10,10,-1
Valance,796248417,28,24,24,2143656960
Valendel,1576874759,46,180,180,-1
Valeu-77 - Solo,589075321,60,0,0,-1
Valla Terna,447258493,45,90,90,-1
Valo,2079179690,33,26,26,-1
Valtara Minor,649220522,51,220,220,-1
Valtara Nexus,1261516639,42,80,80,3522167047
Van Cleef,409938372,29,24,24,2143656960
Vanden,647359475,45,100,100,-1
Vandris,2007457921,42,70,70,-1
Vanir,467728031,36,27,27,-1
Vantar Alpha,355757621,30,20,20,-1
Vantar Beta,282282278,30,20,20,-1
Varanus,1180111790,53,255,255,-1
Vaskan Kyrian,1282093475,40,28,28,-1
Vatok,76338,1,5,5,-1
Vawur,78440,2,5,5,-1
Vefeeq,753965341,57,100,100,1530685377
Vega,2105774194,39,53,53,2064723306
Vehla,666248252,48,160,185,-1
Veias,1709942779,9,8,8,-1
Veil Primus,839734303,60,440,440,3522167047
Veisa,457323993,46,120,120,669838839
Veist,787441530,6,5,5,-1
Velata,902308741,36,50,50,-1
Veldoran,1874637521,56,320,320,-1
Velestra,1741080789,32,26,26,669838839
Velixys,1071879087,35,28,25,-1
Vellamo,1498130916,30,21,21,2113010081
Velnor,2004051473,42,70,70,669838839
Veltharion,1570833745,43,100,100,3522167047
Vemarii,75020,1,5,5,-1
Vemet,1012246624,17,13,13,-1
Vemira Alpha,1361156920,20,20,20,-1
Vemira Beta,1112532473,20,20,20,-1
Vemmi,1750736123,25,20,20,-1
Vendoo,1877631035,36,34,34,-1
Vendor,1416011212,34,32,32,669838839
Vendus A,1342058302,27,19,19,669838839
Ventalis II,1387914878,53,280,280,3522167047
Ver'saaj,1398924461,52,230,230,2064723306
Verex,1156770711,13,10,10,-1
Veridian,806106205,38,44,44,-1
Verin,464724845,46,110,110,-1
Veringan,1559822951,40,65,65,-1
Veros,1882107481,70,1300,1300,4153667145
Verto Peyl,1331140270,35,26,26,-1
Vervain - Mirror,1834343057,40,0,0,-1
Vesali,643532042,35,27,27,-1
Vesperith Zone,1482781041,70,1500,1500,3522167047
Vesteja,581364505,54,285,285,2064723306
Vetar,1176057197,42,65,65,-1
Vicarie - Elite Solo,769760183,45,0,0,-1
Vilenul - Solo,966895534,60,0,0,-1
Villo,601566712,27,20,20,-1
Vindemiatrix,1790049115,15,11,11,-1
Vinland,78519,4,5,5,-1
Vinmaier,79633,2,5,5,-1
Vintaak,402966019,14,10,10,-1
Vishirë,1586239324,46,135,135,-1
Visnay,940869117,52,230,230,3292196998
Vita Nova,495025747,43,80,80,-1
Voda,1469826967,46,120,120,2064723306
Vodiyir - Solo,1667722948,50,0,0,-1
Vogum,253393601,9,8,8,-1
Vola,304946390,41,70,70,669838839
Volta,74101,9,5,5,-1
Voluptas,725352867,40,24,24,-1
Von,721212454,30,23,23,-1
Vorex Cluster,656058860,43,100,100,3522167047
Vorstoch,1099274460,41,100,100,-1
Vosak,1731519518,24,19,19,4153667145
Voss,830770182,20,13,13,2064723306
Vowoh,378993092,42,80,80,3292196998
Voxis,413273481,41,65,65,-1
Voyayox - Solo,213343727,60,0,0,-1
Vucinich,1936206584,61,900,900,2064723306
Vugef,587813866,45,100,100,-1
Vulcan,39,23,17,17,2064723306
Vulin,1228398843,68,1500,1500,-1
Vurox,1601075051,38,48,48,-1
W'jeff,1100527871,56,355,355,3292196998
Wagirur,76606,2,5,5,-1
Waiam,1852479821,62,1000,1000,3292196998
Waji'ku,291193266,35,33,33,-1
Wallach,229390986,30,24,24,2143656960
Warren,1263238316,55,320,320,2064723306
Wasat,1911521293,19,13,13,-1
Wasen,267660554,48,160,160,3292196998
Wauoxic,168803971,24,19,19,669838839
Weh,83353,10,5,5,-1
Weima,1820190208,49,185,185,-1
Werno,1250175173,67,1450,1700,2064723306
Weyux Rho,1831497012,55,285,285,3292196998
Wezen,464460417,18,13,13,-1
Whinnul,81181,9,5,5,-1
Whitehead,1650023763,40,70,70,-1
Widis,652531525,48,0,0,-1
Wigg,1147902606,69,1550,1550,-1
Wildebeest - Mirror,190102920,50,0,0,-1
Willenia,717782925,28,22,22,-1
Wilson,1851037953,40,0,0,-1
Winber,78653,5,5,5,-1
Wlb'puq,2020812728,38,40,40,4153667145
Wokapa,78788,1,5,5,-1
Wolf,636398215,39,40,40,2064723306
Wololo,275555272,44,105,110,-1
Worhundelja,78727,9,5,5,-1
Wou'thorxius - Elite Solo,935601693,60,0,0,-1
Woxoxit,1101989561,22,18,18,4153667145
Wq'al,1234074228,64,1200,1200,4153667145
Wq'alia,200078217,65,1250,1250,4153667145
Wretsky,837719583,6,5,5,-1
Wridian,1083137278,35,28,28,-1
Wrund,976328855,12,25,25,-1
Wuk'Vek,1109803107,48,160,185,4153667145
Wuver,75021,1,5,5,-1
Wyte,210134759,40,56,56,3292196998
X5-TKV,1683936460,46,130,130,-1
X6-094,295841985,58,440,440,2064723306
Xa'Lomk,548486466,48,150,150,4153667145
Xabek,1534156106,9,8,8,-1
Xabul Bal,35869538,55,160,160,4138978039
Xahea,2054408449,56,430,430,1306860549
Xandovara Rift,977045215,47,125,125,3522167047
Xantoras,854772176,13,13,13,-1
Xatis,430919211,50,0,0,-1
Xaueh - Solo,1791830491,60,0,0,-1
Xaxan,1485647591,65,1250,1250,669838839
Xenara,629901669,46,120,120,-1
Xenoti,990049279,62,1000,1000,4153667145
Xenris,1667083249,58,600,600,-1
Xent'kra,591197706,35,33,33,-1
Xerxes,558854731,29,23,23,-1
Xi'taiq,816336791,43,285,285,-1
Xices,1490524304,38,53,56,-1
Xindus Prime,1864745863,15,12,12,-1
Xipox,1954730883,9,8,8,-1
Xiyia,1948120198,9,8,8,-1
Xizuo - Solo,104145825,60,0,0,-1
Xoja,79923,1,5,5,-1
Xor'Na'Tin,1284857083,58,600,600,-1
Xy'tos,1229602987,56,355,355,-1
Xyren Cluster,1973941126,42,80,80,3522167047
Xyrillia,76037769,12,8,8,-1
Yaar,77775934,25,25,25,-1
Yadalla,97,39,38,38,669838839
Yaderpa,589776788,40,0,0,-1
Yadow,1780286771,25,18,18,4153667145
Yaila,122043436,40,0,0,-1
Yajoy,663853879,37,40,40,-1
Yarda,296234564,36,7,7,2113010081
Yarega,1949743242,47,135,135,2064723306
Yau - Solo,228537085,60,0,0,-1
Yerma,76332,1,5,5,-1
Yerra,1191354636,52,80,80,1530685377
Yesop,1422239031,9,8,8,-1
Yifarux,1946008741,35,27,27,-1
Yikux - Solo,1271332910,45,0,0,-1
Yina,1128199135,46,120,120,669838839
YoDSutlj NaQ,1933621140,39,61,56,4153667145
Yoki Neesh,81667,9,5,5,-1
Yoria-3,615737001,25,22,22,-1
Yoruba,419363175,39,47,47,-1
Yosiqul,446076352,9,8,8,-1
Yoton,589242343,62,1000,1000,-1
Yreva,1015331265,41,70,70,-1
Yridia,55,7,5,5,-1
Yuma,1684487587,32,24,24,2143656960
Yunii,1980272487,61,900,900,-1
Yunke,1018708958,49,143,143,-1
Yunlo,1881339368,32,26,26,-1
Yutuq,2005977996,37,38,38,-1
Yuvaa,72116,5,3,3,-1
Yvnys,289357619,40,65,65,669838839
ZA-87B,756362891,52,205,205,-1
Zadiaoo,1332140800,22,18,18,2064723306
Zahl,1630814340,35,26,26,-1
Zaltania,234714963,68,1525,1700,2064723306
Zamam,2119979509,10,8,8,-1
Zamaro Alpha,267053299,20,20,20,-1
Zamaro Beta,529309782,20,20,20,-1
Zameda,2116394759,53,255,255,4153667145
Zanti,71906,1,3,3,-1
Zaurak,601072182,13,11,11,-1
Zed Alpha,1640104968,31,22,22,-1
Zehoro,1980030252,11,7,7,-1
Zelmis,1027400706,60,800,800,-1
Zendauni,1160421123,35,27,27,-1
Zephyra,107308350,44,125,125,3522167047
Zephyrion Axis,114560,65,1100,1100,-1
Zeta Gray,1002287229,33,32,32,-1
Zeta Kan,968864184,66,1300,900,-1
Zeta Polis,11909028,19,13,13,-1
Zeta4,1116211514,25,13,13,-1
Zevritus,1989600968,47,345,345,-1
Zhaishka,35090120,40,40,40,-1
Zhang,1113049160,19,13,13,-1
Zhessir,207458223,50,49,49,4138978039
Zhian Alpha,284857311,30,20,20,-1
Zhian Beta,754127840,30,20,20,-1
Zin-45,1452530347,46,27,27,-1
Zizeyab,460995644,37,40,40,-1
Zlim'kach,1816253414,40,65,65,4153667145
Zobbaria - Mirror,193378879,40,0,0,-1
Zog,584883407,8,5,5,-1
Zonu,81670,9,5,5,-1
Zorathis,1706615660,43,100,100,3522167047
Zorga,76605,2,5,5,-1
Zosam,1777892009,40,64,64,2064723306
Zova Rhen,897954743,25,18,18,669838839
Zozalin,169288075,9,8,8,-1
